date,time,outgoing_site_id,incoming_site_id,total number_of_calls,total call duration (min)
20170601,2:30,1717,30222,132,605
20170601,3:00,1717,3132,369,249
20170601,3:30,1717,1183,289,393
20170601,4:00,1717,8333,234,430
20170601,4:30,1717,8332,239,368
20170601,5:30,1717,673,193,394
20170601,6:00,1717,3102,576,476
20170601,6:30,1717,7962,445,348
20170601,7:30,1717,7901,136,264
20170601,8:00,1717,30432,311,485
20170601,8:30,1717,30362,170,463
20170601,9:30,1717,1071,478,544
20170601,10:00,1717,30361,191,387
20170601,10:30,1717,30423,644,513
20170601,11:00,1717,8381,540,532
20170601,11:30,1717,1182,548,508
20170601,12:00,1717,3103,159,337
20170601,12:30,1717,1181,618,296
20170601,13:00,1717,1181,363,524
20170601,13:30,1717,30423,341,443
20170601,14:00,1717,8382,145,444
20170601,14:30,1717,3113,242,231
20170601,15:30,1717,8383,181,254
20170601,16:00,1717,1543,546,575
20170601,16:30,1717,8383,347,362
20170601,17:00,1717,7961,485,358
20170601,17:30,1717,7963,139,294
20170601,18:00,1717,3111,340,326
20170601,18:30,1717,3112,366,469
20170601,19:00,1717,1542,601,436
20170601,19:30,1717,6061,568,329
20170601,20:30,1717,47342,494,530
20170601,21:00,1717,50022,287,565
20170601,21:30,1717,30243,647,238
20170601,22:00,1717,8001,644,528
20170601,22:30,1717,1633,499,296
20170601,23:30,1717,30242,184,342
20170602,0:00,1717,30241,598,299
20170602,0:30,1717,30323,436,387
20170602,1:00,1717,30273,263,488
20170602,1:30,1717,58532,132,267
20170602,2:00,1717,23722,386,445
20170602,2:30,1717,22803,151,606
20170602,3:00,1717,48801,335,529
20170602,3:30,1717,19737520,537,607
20170602,4:30,1717,13187875,565,566
20170602,5:00,1717,13187874,505,545
20170602,5:30,1717,31781,473,363
20170602,6:00,1717,2931981,175,406
20170602,6:30,1717,10253,606,629
20170602,7:30,1717,20592,599,608
20170602,8:00,1717,10711,387,471
20170602,8:30,1717,3502,591,464
20170602,9:00,1717,7712,251,442
20170602,9:30,1717,903,517,388
20170602,10:00,1717,7652,549,232
20170602,10:30,1717,7592,481,353
20170602,11:00,1717,128703,339,385
20170602,11:30,1717,20961,260,272
20170602,12:00,1717,19727127,279,644
20170602,12:30,1717,20491,634,449
20170602,13:00,1717,58411,496,404
20170602,13:30,1717,28702,333,409
20170602,14:30,1717,28231,415,390
20170602,15:00,1717,19182,621,470
20170602,15:30,1717,19181,560,238
20170602,16:00,1717,24851,379,536
20170602,16:30,1717,24851,415,445
20170602,17:00,1717,59961,333,524
20170602,17:30,1717,55461,177,566
20170602,18:00,1717,28043,152,285
20170602,18:30,1717,53411,149,509
20170602,19:00,1717,31451,423,619
20170602,19:30,1717,2871,636,384
20170602,20:30,1717,57053,531,346
20170602,21:00,1717,15288,460,573
20170602,21:30,1717,54322,328,522
20170602,22:30,1717,15288,538,581
20170602,23:00,1717,34273,427,609
20170602,23:30,1717,85983,433,391
20170603,0:00,1717,30891,141,350
20170603,0:30,1717,10232,149,529
20170603,1:30,1717,53531,224,322
20170603,2:30,1717,13632,126,519
20170603,3:00,1717,33003,246,409
20170603,3:30,1717,32991,519,346
20170603,4:00,1717,32993,547,538
20170603,4:30,1717,36261,614,506
20170603,5:00,1717,53891,405,606
20170603,5:30,1717,25241,496,409
20170603,6:30,1717,30252,204,624
20170603,7:00,1717,25153,441,568
20170603,8:00,1717,25152,247,453
20170603,8:30,1717,17293,453,362
20170603,9:00,1717,23283,478,551
20170603,9:30,1717,21311,135,433
20170603,10:00,1717,44812,537,413
20170603,10:30,1717,27212,553,622
20170603,11:00,1717,13131,379,412
20170603,11:30,1717,21221,408,527
20170603,12:00,1717,13113,511,360
20170603,12:30,1717,13112,196,538
20170603,13:30,1717,30282,440,378
20170603,14:00,1717,12483,191,547
20170603,14:30,1717,30292,198,579
20170603,15:30,1717,26323,376,331
20170603,16:00,1717,32992,237,434
20170603,16:30,1717,19052,484,330
20170603,17:30,1717,35403455,236,241
20170603,18:00,1717,35403460,247,476
20170603,18:30,1717,30471,491,266
20170603,19:30,1717,44532,401,607
20170603,20:00,1717,23893,132,562
20170603,20:30,1717,27042,391,642
20170603,21:00,1717,21753,303,467
20170603,22:00,1717,21932,262,463
20170603,23:00,1717,45773,304,482
20170603,23:30,1717,45122,198,610
20170604,0:00,1717,24651,401,522
20170604,0:30,1717,21753,357,327
20170604,1:00,1717,24632,253,358
20170604,1:30,1717,16812,560,294
20170604,2:00,1717,24633,240,400
20170604,2:30,1717,16813,187,488
20170604,3:00,1717,16811,582,301
20170604,3:30,1717,35683,301,454
20170604,4:00,1717,21751,330,646
20170604,4:30,1717,21752,394,251
20170604,5:30,1717,24631,425,553
20170604,6:30,1717,14132,262,412
20170604,7:00,1717,14131,574,364
20170604,7:30,1717,17891,518,248
20170604,8:30,1717,17893,496,290
20170604,9:30,1717,33598,604,593
20170604,10:00,1717,40621,137,637
20170604,10:30,1717,40632,491,240
20170604,11:00,1717,40563,137,387
20170604,11:30,1717,40642,380,561
20170604,12:00,1717,40623,592,353
20170604,12:30,1717,40631,517,578
20170604,13:00,1717,40622,176,543
20170604,13:30,1717,40611,329,640
20170604,14:00,1717,40481,524,619
20170604,14:30,1717,40512,293,386
20170604,15:00,1717,40561,139,336
20170604,15:30,1717,40462,146,252
20170604,16:00,1717,40331,554,285
20170604,16:30,1717,40321,204,621
20170604,17:00,1717,40432,355,559
20170604,17:30,1717,40582,326,236
20170604,18:00,1717,40542,606,603
20170604,19:00,1717,40482,184,412
20170604,19:30,1717,40991,344,335
20170604,20:00,1717,40971,256,397
20170604,20:30,1717,40591,523,606
20170604,21:00,1717,43533,534,392
20170604,21:30,1717,40392,175,530
20170604,22:00,1717,262915172,177,253
20170604,22:30,1717,262894783,619,628
20170604,23:00,1717,22771,589,332
20170604,23:30,1717,22773,489,346
20170605,0:30,1717,23511,435,309
20170605,1:00,1717,23513,451,521
20170605,1:30,1717,22801,252,449
20170605,2:00,1717,22772,132,470
20170605,2:30,1717,22422,441,279
20170605,3:00,1717,47431,595,547
20170605,4:00,1717,41503,193,334
20170605,4:30,1717,22392,476,609
20170605,5:00,1717,22391,458,314
20170605,5:30,1717,23843,361,390
20170605,6:00,1717,23841,392,425
20170605,6:30,1717,41501,606,424
20170605,7:00,1717,41502,428,257
20170605,7:30,1717,31971,204,553
20170605,8:30,1717,58522,421,415
20170605,9:00,1717,58822,602,418
20170605,9:30,1717,47373,403,267
20170605,10:00,1717,47343,376,306
20170605,10:30,1717,26290557,572,547
20170605,11:00,1717,26290559,537,591
20170605,11:30,1717,23963,367,585
20170605,12:00,1717,25952,264,482
20170605,12:30,1717,37043,547,531
20170605,13:00,1717,27043,501,309
20170605,13:30,1717,24023,224,641
20170605,14:00,1717,32860333,199,416
20170605,14:30,1717,40952,475,473
20170605,15:00,1717,46623,434,300
20170605,16:00,1717,32053,452,625
20170605,16:30,1717,11882,420,351
20170605,17:30,1717,32042,421,542
20170605,18:00,1717,32041,582,418
20170605,18:30,1717,48742,450,321
20170605,19:00,1717,48741,535,415
20170605,19:30,1717,48743,248,527
20170605,20:00,1717,14753,232,322
20170605,20:30,1717,14752,608,559
20170605,21:00,1717,48733,404,587
20170605,21:30,1717,48732,589,248
20170605,22:00,1717,48731,376,398
20170605,22:30,1717,15933,467,419
20170605,23:00,1717,15931,442,255
20170605,23:30,1717,12353,443,550
20170606,0:30,1717,12352,217,444
20170606,1:00,1717,12283,641,478
20170606,1:30,1717,11463,304,554
20170606,2:00,1717,47233,453,230
20170606,2:30,1717,47231,254,238
20170606,3:30,1717,11461,352,369
20170606,4:00,1717,19881,389,491
20170606,4:30,1717,19893,169,601
20170606,5:00,1717,19891,410,631
20170606,5:30,1717,11451,396,434
20170606,6:00,1717,11453,279,570
20170606,6:30,1717,11452,567,415
20170606,7:00,1717,63942,445,472
20170606,7:30,1717,19901,208,586
20170606,8:00,1717,11602,437,440
20170606,8:30,1717,19923,457,624
20170606,9:00,1717,22073,236,395
20170606,9:30,1717,13131,365,346
20170606,10:30,1717,22003,361,582
20170606,11:00,1717,37606,314,590
20170606,11:30,1717,23273,322,625
20170606,12:00,1717,23301,172,441
20170606,12:30,1717,23293,132,511
20170606,13:00,1717,37765,574,414
20170606,13:30,1717,233823,539,347
20170606,14:00,1717,37471,376,546
20170606,14:30,1717,17471,512,447
20170606,15:30,1717,144459,229,398
20170606,16:30,1717,34992,486,577
20170606,17:00,1717,13324106,319,596
20170606,17:30,1717,48253,257,388
20170606,18:00,1717,34853,591,646
20170606,18:30,1717,34993,598,498
20170606,19:00,1717,41581,219,435
20170606,19:30,1717,35341,131,489
20170606,20:30,1717,30412,259,286
20170606,21:00,1717,35173,433,282
20170606,21:30,1717,35651,416,412
20170606,22:00,1717,50911,143,242
20170606,22:30,1717,31502,161,384
20170606,23:00,1717,36371,500,356
20170606,23:30,1717,25413,223,402
20170607,0:00,1717,62311,446,291
20170607,0:30,1717,26428073,152,605
20170607,1:00,1717,35851,558,481
20170607,1:30,1717,2411,142,474
20170607,2:00,1717,19982,583,562
20170607,2:30,1717,5162,615,416
20170607,3:00,1717,5161,334,420
20170607,3:30,1717,41402,627,574
20170607,4:00,1717,41403,162,337
20170607,4:30,1717,19983,427,641
20170607,5:00,1717,5163,193,388
20170607,5:30,1717,15840,191,524
20170607,6:00,1717,41392,275,281
20170607,6:30,1717,41401,375,621
20170607,7:00,1717,48813,430,393
20170607,7:30,1717,40681,384,379
20170607,8:00,1717,26742,245,381
20170607,8:30,1717,21452,496,561
20170607,9:00,1717,42113,341,389
20170607,9:30,1717,35233,569,239
20170607,10:00,1717,41283,263,433
20170607,10:30,1717,39801,208,596
20170607,11:00,1717,35232,289,555
20170607,11:30,1717,172547,637,576
20170607,12:00,1717,40522,226,349
20170607,12:30,1717,40462,133,286
20170607,13:00,1717,13392,132,433
20170607,13:30,1717,20982,600,543
20170607,14:00,1717,37441,496,475
20170607,14:30,1717,2053667,507,608
20170607,15:00,1717,2053629,265,493
20170607,15:30,1717,2053649,638,333
20170607,16:00,1717,369388,361,555
20170607,16:30,1717,16564,416,552
20170607,18:00,1717,33473,595,391
20170607,18:30,1717,8377,451,258
20170607,19:00,1717,22563,451,267
20170607,19:30,1717,38032,391,320
20170607,20:00,1717,2054448,565,273
20170607,20:30,1717,51471,414,643
20170607,21:00,1717,50171,604,430
20170607,21:30,1717,19682,630,347
20170607,22:00,1717,50822,408,334
20170607,22:30,1717,50172,639,297
20170607,23:00,1717,19683,198,345
20170607,23:30,1717,55983,309,437
20170608,0:00,1717,50072,199,603
20170608,0:30,1717,55732,144,411
20170608,1:30,1717,50842,506,353
20170608,2:00,1717,50292,426,601
20170608,2:30,1717,50211,592,248
20170608,3:30,1717,50823,252,543
20170608,4:30,1717,50821,607,365
20170608,5:00,1717,56582,650,571
20170608,5:30,1717,35413487,301,506
20170608,6:00,1717,13513,429,632
20170608,6:30,1717,12672,491,318
20170608,7:00,1717,10942,238,299
20170608,7:30,1717,50843,516,375
20170608,8:00,1717,50911,378,569
20170608,8:30,1717,55901,483,431
20170608,9:00,1717,37462,635,471
20170608,9:30,1717,6643,145,630
20170608,10:00,1717,6642,621,393
20170608,10:30,1717,27302,499,339
20170608,11:00,1717,55132,516,293
20170608,11:30,1717,23241,126,479
20170608,12:00,1717,39301,469,463
20170608,12:30,1717,23243,342,597
20170608,13:00,1717,722,164,416
20170608,13:30,1717,39302,138,322
20170608,14:00,1717,8393,464,239
20170608,14:30,1717,27131,360,308
20170608,15:00,1717,27132,266,632
20170608,16:00,1717,8482,352,434
20170608,17:00,1717,40983,432,277
20170608,17:30,1717,25493,239,521
20170608,18:00,1717,27851,456,316
20170608,18:30,1717,27852,438,396
20170608,19:00,1717,32292,425,322
20170608,19:30,1717,10063,522,316
20170608,20:00,1717,2331,539,472
20170608,20:30,1717,2333,483,356
20170608,21:00,1717,55853,337,377
20170608,22:00,1717,7323,249,593
20170608,22:30,1717,20371,465,396
20170608,23:00,1717,50212,471,600
20170608,23:30,1717,35752,240,504
20170609,0:00,1717,35751,444,423
20170609,0:30,1717,45691,417,374
20170609,1:00,1717,45578,340,412
20170609,1:30,1717,1972,614,404
20170609,2:00,1717,45578,432,293
20170609,2:30,1717,45577,207,577
20170609,3:00,1717,1971,446,553
20170609,3:30,1717,1971,561,413
20170609,4:00,1717,383018,638,337
20170609,4:21,1717,28051,315,639
20170609,5:00,1717,11352,441,623
20170609,5:30,1717,17591,216,538
20170609,6:00,1717,27213,283,631
20170609,6:30,1717,29403,254,261
20170609,7:00,1717,142543,402,417
20170609,7:30,1717,12953,512,356
20170609,8:00,1717,51871,331,565
20170609,8:30,1717,51872,189,467
20170609,9:00,1717,51792,138,269
20170609,9:30,1717,51891,460,617
20170609,10:00,1717,51883,477,347
20170609,10:21,1717,51803,524,322
20170609,11:30,1717,51712,612,385
20170609,12:00,1717,51711,287,523
20170609,12:30,1717,15122,508,477
20170609,13:00,1717,52003,135,533
20170609,13:30,1717,65352,127,519
20170609,14:30,1717,51742,536,539
20170609,15:00,1717,47803,596,468
20170609,15:30,1717,19829179,213,432
20170609,16:00,1717,13991,539,609
20170609,16:30,1717,32362,491,469
20170609,17:00,1717,39281,380,376
20170609,17:30,1717,39282,321,234
20170609,18:30,1717,314620,219,602
20170609,19:00,1717,22113,235,475
20170609,20:30,1717,22111,274,486
20170609,21:00,1717,35323,468,235
20170609,21:30,1717,12903,421,499
20170609,22:00,1717,19742023,453,333
20170609,22:30,1717,65607493,319,384
20170609,23:00,1717,22673,458,361
20170609,23:30,1717,25281,274,540
20170610,0:00,1717,25283,380,463
20170610,0:30,1717,19571,167,305
20170610,1:00,1717,65607443,457,290
20170610,1:30,1717,65610945,166,293
20170610,2:00,1717,65610943,439,239
20170610,2:30,1717,65607495,168,387
20170610,3:00,1717,18714,217,246
20170610,3:30,1717,18609,182,566
20170610,4:00,1717,162778,137,595
20170610,4:30,1717,298689,150,422
20170610,5:00,1717,292649,341,575
20170610,5:30,1717,711,521,259
20170610,6:00,1717,243,422,367
20170610,6:30,1717,8083,245,584
20170610,7:30,1717,8081,393,581
20170610,8:00,1717,20451,381,458
20170610,8:30,1717,37241,402,303
20170610,9:00,1717,6893,441,352
20170610,9:30,1717,6891,308,482
20170610,10:00,1717,45811,495,590
20170610,10:30,1717,31922,211,343
20170610,11:00,1717,40881,134,573
20170610,11:30,1717,40881,282,522
20170610,12:00,1717,44841,508,258
20170610,12:30,1717,24891,338,278
20170610,13:00,1717,8022,541,418
20170610,13:30,1717,58942,388,629
20170610,14:00,1717,4712,481,300
20170610,15:00,1717,24003,363,369
20170610,15:30,1717,16013,534,569
20170610,16:00,1717,31292,537,361
20170610,16:30,1717,51632,185,280
20170610,17:00,1717,4952,409,440
20170610,17:30,1717,4951,396,419
20170610,18:00,1717,39411,327,339
20170610,18:30,1717,2102,171,632
20170610,19:00,1717,2103,640,299
20170610,19:30,1717,39411,354,539
20170610,20:00,1717,2103,545,593
20170610,20:30,1717,26429091,553,419
20170610,21:00,1717,26253,320,562
20170610,21:30,1717,26429130,396,584
20170610,22:00,1717,26429129,545,321
20170610,22:30,1717,26429090,426,312
20170610,23:00,1717,26429149,204,557
20170610,23:30,1717,26429089,294,385
20170611,0:00,1717,43491,637,624
20170611,0:30,1717,46701,378,304
20170611,1:00,1717,26429039,167,590
20170611,1:30,1717,26429101,524,556
20170611,2:00,1717,26429179,367,561
20170611,2:30,1717,40433,590,488
20170611,3:30,1717,26432324,405,629
20170611,4:00,1717,26432322,633,234
20170611,4:30,1717,26429071,422,497
20170611,5:30,1717,26429040,235,426
20170611,6:00,1717,26429120,410,459
20170611,6:30,1717,49291,408,506
20170611,8:00,1717,45092,531,573
20170611,8:30,1717,30723,229,268
20170611,9:00,1717,32602,540,640
20170611,9:30,1717,30721,232,402
20170611,10:00,1717,34681,564,544
20170611,10:30,1717,1851,466,557
20170611,11:00,1717,2991812,368,631
20170611,11:30,1717,2991813,520,508
20170611,12:00,1717,43493,200,467
20170611,12:30,1717,61212,489,411
20170611,13:00,1717,38381,303,420
20170611,13:30,1717,43822,350,533
20170611,14:00,1717,14012,204,235
20170611,14:30,1717,43821,411,646
20170611,15:30,1717,29452,568,585
20170611,16:00,1717,29451,590,589
20170611,16:30,1717,25303,400,498
20170611,17:00,1717,25222,594,543
20170611,17:21,1717,25221,357,278
20170611,18:00,1717,54841,269,404
20170611,18:30,1717,25903,422,308
20170611,19:00,1717,25901,266,289
20170611,19:30,1717,40412,456,550
20170611,20:00,1717,40411,503,336
20170611,20:30,1717,13072,226,312
20170611,21:00,1717,60231,569,299
20170611,21:30,1717,48572,350,254
20170611,22:30,1717,48571,366,498
20170611,22:51,1717,60382,604,595
20170611,23:30,1717,47401,198,354
20170612,0:00,1717,44513,596,543
20170612,0:30,1717,48742,198,630
20170612,1:00,1717,50892,513,460
20170612,1:30,1717,63472,218,582
20170612,2:00,1717,63473,205,330
20170612,2:30,1717,25531,283,396
20170612,3:00,1717,28142,506,629
20170612,3:30,1717,28143,484,380
20170612,4:00,1717,35911,403,365
20170612,4:30,1717,47421,431,511
20170612,5:00,1717,37371,579,287
20170612,5:30,1717,45022,335,452
20170612,6:30,1717,61492,565,425
20170612,7:00,1717,37352,410,511
20170612,7:30,1717,45173,223,285
20170612,8:00,1717,53252,211,487
20170612,8:30,1717,64843,280,631
20170612,9:00,1717,41293,224,310
20170612,9:30,1717,56612,193,507
20170612,10:00,1717,47591,263,591
20170612,10:30,1717,56613,480,560
20170612,11:00,1717,15003,455,432
20170612,11:30,1717,64841,250,486
20170612,12:00,1717,64842,493,480
20170612,12:30,1717,53251,446,366
20170612,13:00,1717,61493,506,350
20170612,13:30,1717,15903,389,423
20170612,14:00,1717,45191,203,327
20170612,14:30,1717,40493,417,467
20170612,15:00,1717,37372,153,277
20170612,15:30,1717,43823,490,406
20170612,16:00,1717,45062,429,336
20170612,16:30,1717,55192,139,598
20170612,17:00,1717,55191,592,595
20170612,17:30,1717,25782,184,338
20170612,18:00,1717,25781,574,561
20170612,18:30,1717,48412,424,270
20170612,19:00,1717,48412,607,436
20170612,19:30,1717,48411,618,594
20170612,20:00,1717,48413,143,586
20170612,20:30,1717,34322,591,396
20170612,21:30,1717,34322,478,642
20170612,22:00,1717,34323,469,511
20170612,22:30,1717,57322,267,602
20170612,23:00,1717,57321,304,614
20170612,23:30,1717,14672,451,485
20170613,0:00,1717,30391,344,631
20170613,0:30,1717,30392,639,586
20170613,1:00,1717,30393,203,635
20170613,1:30,1717,62573,455,325
20170613,2:00,1717,62571,453,290
20170613,2:30,1717,26032,625,490
20170613,3:00,1717,26031,251,511
20170613,3:30,1717,59942,183,463
20170613,4:30,1717,59943,205,322
20170613,5:00,1717,63312,131,505
20170613,5:30,1717,63311,310,634
20170613,6:00,1717,47502,365,232
20170613,6:30,1717,47501,445,614
20170613,7:00,1717,63321,160,564
20170613,7:30,1717,63322,398,375
20170613,8:00,1717,59951,386,312
20170613,8:30,1717,37702,387,511
20170613,9:30,1717,37703,213,508
20170613,11:30,1717,37701,520,553
20170613,12:00,1717,30752,233,465
20170613,12:30,1717,30753,323,421
20170613,13:30,1717,30751,381,597
20170613,14:00,1717,53663,220,548
20170613,15:00,1717,53663,215,493
20170613,15:30,1717,53661,432,233
20170613,16:00,1717,48311,156,544
20170613,16:30,1717,20273,614,249
20170613,17:00,1717,20271,571,504
20170613,17:30,1717,47701,216,252
20170613,18:00,1717,61602,535,485
20170613,18:30,1717,61601,193,638
20170613,19:00,1717,12893,322,338
20170613,19:30,1717,12891,646,504
20170613,20:00,1717,55643,358,590
20170613,20:30,1717,55641,602,363
20170613,21:00,1717,54172,218,248
20170613,21:30,1717,54171,634,566
20170613,22:30,1717,20373,225,548
20170613,23:00,1717,20371,279,364
20170613,23:30,1717,60203,438,421
20170614,0:00,1717,60203,543,263
20170614,0:30,1717,45053,263,490
20170614,1:00,1717,45053,581,346
20170614,1:30,1717,37773,309,578
20170614,2:30,1717,37771,462,530
20170614,3:00,1717,53831,525,415
20170614,3:30,1717,53832,360,293
20170614,4:00,1717,61252,348,561
20170614,4:30,1717,61251,640,385
20170614,5:00,1717,48402,505,477
20170614,5:30,1717,48401,639,285
20170614,6:00,1717,61052,314,285
20170614,6:30,1717,61051,432,326
20170614,7:00,1717,40593,195,308
20170614,7:30,1717,16803,394,420
20170614,8:30,1717,16802,398,472
20170614,9:00,1717,64652,286,438
20170614,9:30,1717,47622,539,512
20170614,10:00,1717,47623,581,261
20170614,10:30,1717,40631,489,634
20170614,11:00,1717,40633,490,261
20170614,11:30,1717,18223,153,421
20170614,12:30,1717,61352,581,586
20170614,13:00,1717,11093,564,617
20170614,13:30,1717,61351,483,646
20170614,14:00,1717,18222,463,494
20170614,14:30,1717,53432,394,586
20170614,15:00,1717,53433,339,586
20170614,15:30,1717,13782,418,264
20170614,16:00,1717,45192,538,395
20170614,16:30,1717,45023,139,551
20170614,17:00,1717,41831,643,438
20170614,17:30,1717,44982,349,544
20170614,18:00,1717,44983,323,605
20170614,18:30,1717,15172,541,309
20170614,19:00,1717,15173,466,252
20170614,19:30,1717,47442,357,461
20170614,20:00,1717,47442,340,329
20170614,20:30,1717,47443,568,312
20170614,20:51,1717,48131,142,374
20170614,21:30,1717,61491,348,396
20170614,22:00,1717,37351,184,237
20170614,22:30,1717,38502,350,271
20170614,23:00,1717,35833,491,412
20170614,23:30,1717,41323,378,307
20170615,0:00,1717,58952,613,364
20170615,0:30,1717,41291,212,503
20170615,1:00,1717,37343,207,521
20170615,1:30,1717,37342,411,489
20170615,2:00,1717,41292,199,349
20170615,2:30,1717,22166,247,531
20170615,3:00,1717,12166,457,331
20170615,3:30,1717,55201,487,343
20170615,4:00,1717,33573,609,466
20170615,4:30,1717,43282,384,505
20170615,5:00,1717,10764,178,459
20170615,5:30,1717,56611,490,558
20170615,6:00,1717,63753,456,282
20170615,6:30,1717,13042,643,647
20170615,7:00,1717,51301,605,422
20170615,7:30,1717,44982,448,515
20170615,8:00,1717,13243,259,482
20170615,8:30,1717,47633,648,303
20170615,9:00,1717,53061,440,633
20170615,10:00,1717,61053,178,562
20170615,10:30,1717,60201,457,530
20170615,11:00,1717,48361,294,521
20170615,12:00,1717,18221,451,575
20170615,12:30,1717,21532,524,647
20170615,13:00,1717,40632,594,346
20170615,13:30,1717,16811,264,311
20170615,14:00,1717,16813,434,632
20170615,14:30,1717,37611,484,406
20170615,15:00,1717,61602,309,352
20170615,15:30,1717,38049030,385,433
20170615,16:00,1717,38049366,518,318
20170615,16:30,1717,38029040,194,286
20170615,17:00,1717,38049364,522,330
20170615,17:30,1717,207804,148,263
20170615,18:00,1717,207443,628,421
20170615,18:30,1717,40072,434,469
20170615,19:00,1717,62991,143,419
20170615,19:30,1717,12232,149,428
20170615,20:00,1717,5602,462,347
20170615,20:30,1717,7953,634,636
20170615,21:00,1717,10161,449,255
20170615,21:30,1717,19353,520,462
20170615,22:00,1717,110703,458,315
20170615,22:30,1717,75715,499,440
20170615,23:00,1717,40432,486,314
20170615,23:30,1717,62683,286,381
20170616,0:00,1717,29431,411,385
20170616,0:30,1717,47541,392,454
20170616,1:00,1717,193278,166,424
20170616,1:30,1717,193098,321,644
20170616,2:00,1717,40101,243,475
20170616,2:30,1717,40032,189,418
20170616,3:00,1717,18133,160,398
20170616,3:30,1717,36212,613,328
20170616,4:00,1717,34653,402,388
20170616,4:30,1717,34651,635,294
20170616,5:00,1717,13188744,462,350
20170616,5:30,1717,21211,420,623
20170616,6:00,1717,2062819,582,249
20170616,6:30,1717,26371,431,288
20170616,7:00,1717,32812,210,438
20170616,7:30,1717,43621,294,466
20170616,8:00,1717,1201,498,585
20170616,8:30,1717,1202,144,396
20170616,9:00,1717,10481,279,631
20170616,9:30,1717,10482,392,582
20170616,10:00,1717,4963,252,348
20170616,10:30,1717,4962,398,531
20170616,11:00,1717,1073,420,328
20170616,11:30,1717,1071,643,610
20170616,12:00,1717,28171,582,553
20170616,12:30,1717,34541,226,437
20170616,13:00,1717,8093,336,289
20170616,13:30,1717,8092,238,447
20170616,14:00,1717,37243,538,406
20170616,14:30,1717,37243,491,609
20170616,15:00,1717,33041,460,299
20170616,15:30,1717,33043,387,553
20170616,16:00,1717,31912,573,363
20170616,16:30,1717,31911,404,553
20170616,17:00,1717,33052,372,378
20170616,17:30,1717,33051,191,550
20170616,18:00,1717,33053,182,306
20170616,18:30,1717,33032,244,277
20170616,19:00,1717,33022,607,591
20170616,20:00,1717,33021,187,533
20170616,20:30,1717,33023,148,469
20170616,21:00,1717,33242,156,433
20170616,21:30,1717,33241,478,644
20170616,22:00,1717,22031,512,367
20170616,22:30,1717,21501,426,415
20170616,23:00,1717,21503,175,599
20170616,23:30,1717,21502,440,503
20170617,0:00,1717,21631,530,491
20170617,0:30,1717,21413,628,577
20170617,1:00,1717,21411,282,231
20170617,1:30,1717,10033,174,475
20170617,2:00,1717,21543,610,447
20170617,2:30,1717,21541,207,340
20170617,3:00,1717,41841,499,611
20170617,3:30,1717,41843,368,337
20170617,4:00,1717,40233,307,624
20170617,4:30,1717,29522,248,467
20170617,5:00,1717,11091,497,433
20170617,5:21,1717,11092,383,241
20170617,6:00,1717,10443,203,380
20170617,6:30,1717,12383,299,283
20170617,7:00,1717,59271,270,274
20170617,7:30,1717,40403,554,586
20170617,8:00,1717,48621,499,646
20170617,8:30,1717,26611,541,349
20170617,9:00,1717,38322,371,322
20170617,9:30,1717,31921,144,255
20170617,10:30,1717,13242,193,511
20170617,11:30,1717,110702,437,514
20170617,12:00,1717,108802,272,637
20170617,12:30,1717,91783,590,561
20170617,13:00,1717,77265,385,368
20170617,13:30,1717,77264,397,573
20170617,14:30,1717,77262,366,429
20170617,15:30,1717,77263,153,364
20170617,16:00,1717,86363,612,447
20170617,16:30,1717,86364,478,359
20170617,17:00,1717,110973,379,376
20170617,17:30,1717,75714,317,511
20170617,18:00,1717,96352,613,539
20170617,18:30,1717,96354,327,245
20170617,19:00,1717,10971,250,385
20170617,19:30,1717,56041,314,562
20170617,20:30,1717,12381,478,301
20170617,21:00,1717,56011,365,397
20170617,21:30,1717,37381,426,270
20170617,22:00,1717,59152,597,536
20170617,22:30,1717,39703,322,402
20170617,23:00,1717,21551,649,639
20170617,23:30,1717,20033,618,291
20170618,0:00,1717,42073,307,551
20170618,0:30,1717,42052,392,499
20170618,1:00,1717,42061,558,382
20170618,1:30,1717,29322,369,451
20170618,2:00,1717,42072,484,635
20170618,4:30,1717,37212,464,606
20170618,5:00,1717,37213,224,369
20170618,5:30,1717,32812,129,575
20170618,6:00,1717,32803,510,484
20170618,6:30,1717,15502,506,648
20170618,7:00,1717,54082,487,548
20170618,7:30,1717,32402,609,455
20170618,8:00,1717,32823,460,355
20170618,8:30,1717,32832,412,534
20170618,9:00,1717,21332,401,321
20170618,9:30,1717,20241,208,372
20170618,10:00,1717,21852,420,340
20170618,10:30,1717,65483,290,444
20170618,11:00,1717,55833,220,341
20170618,11:30,1717,10593,590,269
20170618,12:00,1717,55832,530,374
20170618,12:30,1717,10592,490,240
20170618,13:00,1717,23981,433,302
20170618,13:30,1717,49393,328,507
20170618,14:00,1717,12312,359,271
20170618,14:30,1717,12311,212,460
20170618,15:00,1717,10694,214,622
20170618,15:30,1717,10731,607,254
20170618,16:00,1717,10732,537,266
20170618,16:30,1717,54643,504,561
20170618,17:00,1717,54641,490,341
20170618,17:30,1717,10623,331,624
20170618,18:00,1717,39973,477,439
20170618,18:30,1717,39971,418,334
20170618,19:30,1717,16762,640,488
20170618,20:00,1717,10753,237,342
20170618,20:30,1717,10751,581,284
20170618,21:00,1717,19562,371,593
20170618,21:30,1717,4813,213,616
20170618,22:00,1717,50823,363,456
20170618,22:30,1717,50822,537,249
